Structure [idcode]	label	fragment	type	risk
gGPDADVHRUZZDT@	m3	mol	mutagenic	high
gGPDAbWDRUZj@@	m3	mol	mutagenic	high
gGPP@cTfyi`@	m3	mol	mutagenic	high
gGPPACTiVj`@	m3	mol	mutagenic	high
gGPXHlQxIU[U@@	m3	mol	mutagenic	high
gGP`@TfYi`@	m3	mol	mutagenic	high
gGP`@df]j`@	m3	mol	mutagenic	high
gGP`@dfuiaM@	m3	mol	mutagenic	high
gGP`@dfuj`@	m3	mol	mutagenic	high
gGP`@dfyi`@	m3	mol	mutagenic	high
gGP`ADkjj`@	m3	mol	mutagenic	high
gGP`ATeUfQD`	m3	mol	mutagenic	high
gGP`ATeUfaE@	m3	mol	mutagenic	high
gGP`ATeVj`@	m3	mol	mutagenic	high
gGP`ATfVi`@	m3	mol	mutagenic	high
gGP`ATiVj`@	m3	mol	mutagenic	high
gGPhCQDIJuS@@	m3	mol	mutagenic	high
gGPhH`DYIHUi@@	m3	mol	mutagenic	high
gGPhMPDIK]U@@	m3	mol	mutagenic	high
gGPhMQDIK]U@@	m3	mol	mutagenic	high
gGQ@@djltHh	m3	mol	mutagenic	high
gGQ@@djuT@@	m3	mol	mutagenic	high
gGQ@@dlmT@@	m3	mol	mutagenic	high
gGQ@@drmT@@	m3	mol	mutagenic	high
gGQ@@dsMT@@	m3	mol	mutagenic	high
gGQ@@dsmT@@	m3	mol	mutagenic	high
gGQ@@eMUT@@	m3	mol	mutagenic	high
gGQDB@jQBUkUP@	m3	mol	mutagenic	high
gGQDL@aAFQRFj`@	m3	mol	mutagenic	high
gGQDLHbqBRwSP@	m3	mol	mutagenic	high
gGQDLHbqBRwUP@	m3	mol	mutagenic	high
gGQHBHaIeiXQH	m3	mol	mutagenic	high
gGQHBLQIeiXQH	m3	mol	mutagenic	high
gGQHJ@aJ]jd@	m3	mol	mutagenic	high
gGQHJHaIUjh@	m3	mol	mutagenic	high
gGQLJIARFdLbdMU@@	m3	mol	mutagenic	high
gGQXHlZHROjj@@	m3	mol	mutagenic	high
gGQ`@ZdrmJ@@	m3	mol	mutagenic	high
gGQ`@ZdrmT@@	m3	mol	mutagenic	high
gGQ`@ZdruT@@	m3	mol	mutagenic	high
gGQ`@bdvmT@@	m3	mol	mutagenic	high
gGQ`@bdwMT@@	m3	mol	mutagenic	high
gGQ`AjdmmR@@	m3	mol	mutagenic	high
gGQ`AjdmmT@@	m3	mol	mutagenic	high
gGQdEb@bRFRRVV`@	m3	mol	mutagenic	high
gGQhHlLSIHTmP@	m3	mol	mutagenic	high
gGR@aEQJyJ]Vh@	m3	mol	mutagenic	high
gGT@ADiVj`@	m3	mol	mutagenic	high
gGT@ATeVj`@	m3	mol	mutagenic	high
gGT@ATeWfqE@	m3	mol	mutagenic	high
gGT`E`TfUj`@	m3	mol	mutagenic	high
gGT`E`TfYj`@	m3	mol	mutagenic	high
gGT`HQTeVY`iZ@	m3	mol	mutagenic	high
gGU@E`drmT@@	m3	mol	mutagenic	high
gGU@E`dsmT@@	m3	mol	mutagenic	high
gGU`E`ZdrmT@@	m3	mol	mutagenic	high
gGXHD@aIUVd@	m3	mol	mutagenic	high
gGXXKEb@cIIBmP@	m3	mol	mutagenic	high
gGX`BDdvmT@@	m3	mol	mutagenic	high
gGX`BDdwMT@@	m3	mol	mutagenic	high
gGX`LDdsmT@@	m3	mol	mutagenic	high
gGXhKB@aJvZX@	m3	mol	mutagenic	high
gGY@DDfYj`@	m3	mol	mutagenic	high
gGY@HDeVZaI@	m3	mol	mutagenic	high
gGY@HDefZaH`	m3	mol	mutagenic	high
gGY@HDfVj`@	m3	mol	mutagenic	high
gGYDIQDJHR[Zj@@	m3	mol	mutagenic	high
gGYHEAxIVkU@@	m3	mol	mutagenic	high
gGYHEAxIVsU@@	m3	mol	mutagenic	high
gGY`BETfuj`@	m3	mol	mutagenic	high
gG\DEj@`aBSJuP@	m3	mol	mutagenic	high
gG]HHjPDIJuS@@	m3	mol	mutagenic	high
gGp`AldTLRuUT@@	m3	mol	mutagenic	high
gGq@@eJqFuUP@	m3	mol	mutagenic	high
gJP@DjYd@	m3	mol	mutagenic	high
gJPBAVJPt`YAIjj@@	m3	mol	mutagenic	high
gJPDADFHRUfaH`	m3	mol	mutagenic	high
gJPDADFHRUfaI@	m3	mol	mutagenic	high
gJPDADFHRUj`@	m3	mol	mutagenic	high
gJPDADFHR[f`@	m3	mol	mutagenic	high
gJPDADQpRZj`@	m3	mol	mutagenic	high
gJPDAbGDRUj`@	m3	mol	mutagenic	high
gJPD`DHHGKdfzd@	m3	mol	mutagenic	high
gJPH@EIRuP@	m3	mol	mutagenic	high
gJPHADIJsHd`	m3	mol	mutagenic	high
gJPHADIJsPd`	m3	mol	mutagenic	high
gJPHADIJtpb`	m3	mol	mutagenic	high
gJPHADIJuP@	m3	mol	mutagenic	high
gJPHADIKSP@	m3	mol	mutagenic	high
gJPHADILth@	m3	mol	mutagenic	high
gJPHAVILuP@	m3	mol	mutagenic	high
gJPHAVIMUP@	m3	mol	mutagenic	high
gJPHAbIJuP@	m3	mol	mutagenic	high
gJPHAbIKUP@	m3	mol	mutagenic	high
gJPLADZPL`dmM@@	m3	mol	mutagenic	high
gJPLAHJPt`duU@@	m3	mol	mutagenic	high
gJPXHlPDQzt@@	m3	mol	mutagenic	high
gJPXHlQBQ{T@@	m3	mol	mutagenic	high
gJPXHlQxQ{T@@	m3	mol	mutagenic	high
gJP`@TeVd@	m3	mol	mutagenic	high
gJP`@TeVh@	m3	mol	mutagenic	high
gJP`@TeZh@	m3	mol	mutagenic	high
gJP`@TfVd@	m3	mol	mutagenic	high
gJP`@TfZh@	m3	mol	mutagenic	high
gJP`@dfVh@	m3	mol	mutagenic	high
gJPdEaDPHRZe`@	m3	mol	mutagenic	high
gJQ@@djsBJ@	m3	mol	mutagenic	high
gJQ@@dju@@	m3	mol	mutagenic	high
gJQ@@dkSBJ@	m3	mol	mutagenic	high
gJQ@@dkU@@	m3	mol	mutagenic	high
gJQ@@dls@@	m3	mol	mutagenic	high
gJQ@@dmU@@	m3	mol	mutagenic	high
gJQ@@dru@@	m3	mol	mutagenic	high
gJQ@@dsT`@	m3	mol	mutagenic	high
gJQ@@duU@@	m3	mol	mutagenic	high
gJQ@@eKU@@	m3	mol	mutagenic	high
gJQDDH`qBRmT@@	m3	mol	mutagenic	high
gJQDHG@nBUMT@@	m3	mol	mutagenic	high
gJQHBHaIVYDd@	m3	mol	mutagenic	high
gJQHBHaIVj@@	m3	mol	mutagenic	high
gJQHBHaIfe@@	m3	mol	mutagenic	high
gJQHBHaInZ@@	m3	mol	mutagenic	high
gJQHBLQIVj@@	m3	mol	mutagenic	high
gJQHBOAJfj@@	m3	mol	mutagenic	high
gJQ`@bdvt`@	m3	mol	mutagenic	high
gJQhHl@bOV`@	m3	mol	mutagenic	high
gJQhHlHROZ`@	m3	mol	mutagenic	high
gJT@@Te^h@	m3	mol	mutagenic	high
gJT`E`TfVh@	m3	mol	mutagenic	high
gJU@DPdru@@	m3	mol	mutagenic	high
gJU@E`dru@@	m3	mol	mutagenic	high
gJU@LPdkU@@	m3	mol	mutagenic	high
gJUHLT@aIjZ@@	m3	mol	mutagenic	high
gJX@@dkU@@	m3	mol	mutagenic	high
gJX@@eKU@@	m3	mol	mutagenic	high
gJXDBLQXbS]V@@	m3	mol	mutagenic	high
gJXHD@aIUZ@@	m3	mol	mutagenic	high
gJX`BDdvu@@	m3	mol	mutagenic	high
gJX`DBdjt`@	m3	mol	mutagenic	high
gJX`DBdru@@	m3	mol	mutagenic	high
gJX`LDdru@@	m3	mol	mutagenic	high
gJY@BDfZl@	m3	mol	mutagenic	high
gJY@DDeUh@	m3	mol	mutagenic	high
gJY@DDeVh@	m3	mol	mutagenic	high
gJY@DDefh@	m3	mol	mutagenic	high
gJY@DDfVh@	m3	mol	mutagenic	high
gJY@LDijX@	m3	mol	mutagenic	high
gJYHC`DIKTp@	m3	mol	mutagenic	high
gJYHCaHIKTp@	m3	mol	mutagenic	high
gJYHEAxIVmP@	m3	mol	mutagenic	high
gJ\@@ldru@@	m3	mol	mutagenic	high
gJ]@EbDfVh@	m3	mol	mutagenic	high
gJ]HEcAxQ{T@@	m3	mol	mutagenic	high
gKP`@df\Vj@@	m3	mol	mutagenic	high
gKP`Adi\Zj@@	m3	mol	mutagenic	high
gKQ@@eKEUP@	m3	mol	mutagenic	high
gKQ@@eKcRp@	m3	mol	mutagenic	high
gKQ@@eKcUP@	m3	mol	mutagenic	high
gKQHDHaImZj`@	m3	mol	mutagenic	high
gKQHH@aJoEj`@	m3	mol	mutagenic	high
gKT@Adi\Vf@@	m3	mol	mutagenic	high
gKX@@eKcRp@	m3	mol	mutagenic	high
gKX@@eKcUP@	m3	mol	mutagenic	high
gKX@@eMEUP@	m3	mol	mutagenic	high
gKXHL@aJWFe`@	m3	mol	mutagenic	high
gKXHL@aJWFj`@	m3	mol	mutagenic	high
gNpH@DIRkUJ@@	m3	mol	mutagenic	high
gNpJAHJPtaYArFQRFUU@@	m3	mol	mutagenic	high
gNpN@iRHTQh`qEbGDQUT@@	m3	mol	mutagenic	high
gNpOAYRHTQh`qEbGDAhjj@@	m3	mol	mutagenic	high
gNpP@jtfvZf@@	m3	mol	mutagenic	high
gNp`@TfWZZ@@	m3	mol	mutagenic	high
gNp`@dfVZf@@	m3	mol	mutagenic	high
gNp`ATeVYjDT@	m3	mol	mutagenic	high
gNp`ATf^Zf@@	m3	mol	mutagenic	high
gNphJqDIKMTl@@	m3	mol	mutagenic	high
gNphMQLISMSL@@	m3	mol	mutagenic	high
gNpiJqbOdeVjf@@	m3	mol	mutagenic	high
gNplJqHJPtadTaeTp@	m3	mol	mutagenic	high
gNplLQDSpPPduluP@	m3	mol	mutagenic	high
gNq@@djkLpRb`	m3	mol	mutagenic	high
gNq@@djkLpRc@	m3	mol	mutagenic	high
gNq@@djkMPb`	m3	mol	mutagenic	high
gNq@@dl{UP@	m3	mol	mutagenic	high
gNq@@dskUP@	m3	mol	mutagenic	high
gNq@@eJmTh@	m3	mol	mutagenic	high
gNqDLHaqBRjuU@@	m3	mol	mutagenic	high
gNqHFHaIfYjP@	m3	mol	mutagenic	high
gNqhHl@cIIBej`@	m3	mol	mutagenic	high
gNqhHlOAJkVj`@	m3	mol	mutagenic	high
gNqhMV@aI[jY`@	m3	mol	mutagenic	high
gNt@@teUjj@@	m3	mol	mutagenic	high
gNtHAePIKMuT@@	m3	mol	mutagenic	high
gNtHE`DILruT@@	m3	mol	mutagenic	high
gNtHE`DILzuR@@	m3	mol	mutagenic	high
gNt`E`TfWZj@@	m3	mol	mutagenic	high
gNt`E`TfYZj@@	m3	mol	mutagenic	high
gNu@E`dl{Tpa`	m3	mol	mutagenic	high
gNu@E`dskUH@	m3	mol	mutagenic	high
gNu@LpdjmUP@	m3	mol	mutagenic	high
gNx@@eLuUP@	m3	mol	mutagenic	high
gNx@@eRmUP@	m3	mol	mutagenic	high
gNxHD@aIUUj`@	m3	mol	mutagenic	high
gNxHD@aIUej`@	m3	mol	mutagenic	high
gNx`LDdskUH@	m3	mol	mutagenic	high
gNx`LDdskUP@	m3	mol	mutagenic	high
gNx`LDdssUP@	m3	mol	mutagenic	high
gNxhMV@aI[ji`@	m3	mol	mutagenic	high
gNyHEAxIVjuT@@	m3	mol	mutagenic	high
gNy`BDtf{Zj@@	m3	mol	mutagenic	high
gNy`LDtf]Zj@@	m3	mol	mutagenic	high
gNyhGE`DYIITmT@@	m3	mol	mutagenic	high
gN|@ADeJkUP``	m3	mol	mutagenic	high
gOp@DiUkZV`@	m3	mol	mutagenic	high
gOp@DjWkB@@@	m3	mol	mutagenic	high
gOpHADILkW@@@@	m3	mol	mutagenic	high
gOpHADILkWTu@@	m3	mol	mutagenic	high
gOpHAbILkW@@@@	m3	mol	mutagenic	high
gOp`@dfUMZj`@	m3	mol	mutagenic	high
gOp`@dfVqZj`@	m3	mol	mutagenic	high
gOp`@tiguif`@	m3	mol	mutagenic	high
gOp`ATiekjj`@	m3	mol	mutagenic	high
gOp`A\dTQbjj`@	m3	mol	mutagenic	high
gOphH`DYIHUVmT`@	m3	mol	mutagenic	high
gOq@@drm[ST@@	m3	mol	mutagenic	high
gOq@@drm[UT@@	m3	mol	mutagenic	high
gOq@@drm\@@@@	m3	mol	mutagenic	high
gOq@@drm]UT@@	m3	mol	mutagenic	high
gOq@@eLvmLt@@	m3	mol	mutagenic	high
gOq`@VdsNkTl@@	m3	mol	mutagenic	high
gOq`@fdrikTl@@	m3	mol	mutagenic	high
gOq`@fdrikUL@@	m3	mol	mutagenic	high
gOt@@TeVkzj`@	m3	mol	mutagenic	high
gOt@@tiek@`@@	m3	mol	mutagenic	high
gOt@@|daRbjj`@	m3	mol	mutagenic	high
gOtHE`DILl[MT`@	m3	mol	mutagenic	high
gOt`EPTfVKZj`@	m3	mol	mutagenic	high
gOu@Dpdrm[Rt@@	m3	mol	mutagenic	high
gOx@@drm]UT@@	m3	mol	mutagenic	high
gOx@@eSRuUT@@	m3	mol	mutagenic	high
gOx@AddJTUUT@@	m3	mol	mutagenic	high
gOxHBHaIeZx@@@	m3	mol	mutagenic	high
gOxHDHaIeZx@@@	m3	mol	mutagenic	high
gOxHDIAIeZx@@@	m3	mol	mutagenic	high
gOxHHHaIeZzjh@	m3	mol	mutagenic	high
gOxHL@aJY}Zjh@	m3	mol	mutagenic	high
gOy@DDfYKZj`@	m3	mol	mutagenic	high
gOy@LDiisjj`@	m3	mol	mutagenic	high
gOy@hAteIeZx@@@	m3	mol	mutagenic	high
gOz@ACVeKNLuR@@	m3	mol	mutagenic	high
fHfXAa@	m1	pattern	mutagenic	high
fJ@FD	m1	pattern	mutagenic	high
eOHBNZ`pge@	m1	pattern	mutagenic	high
eFhHba@	m1	pattern	mutagenic	high
gFy@DDfXujhB	m1	pattern	mutagenic	high
eFHBJFE@	m1	pattern	mutagenic	high
gFt@ATiTvjhCAbKF`	m1	pattern	mutagenic	high
gChHLHaIZ`H	m1	pattern	mutagenic	high
eMhHchLJyH	m1	pattern	mutagenic	high
eFB@JcAaGJ@	m1	pattern	mutagenic	high
gGPH@EIJmU@P	m1	pattern	mutagenic	high
gGPHAbIJmU@XTQX|e@	m1	pattern	mutagenic	high
eMBBlRZCAKd`	m1	pattern	mutagenic	high
eMABHXaIhH	m1	pattern	mutagenic	high
gJPDADXHRUj`LBHmrD	m1	pattern	mutagenic	high
gJQhHl@bOV`LH^S@	m1	pattern	mutagenic	high
eMHAIdLF^P	m1	pattern	mutagenic	high
gCa@@dkHFBVyH	m1	pattern	mutagenic	high
gC`HABQz`H	m1	pattern	mutagenic	high
gCaDL@b^BTt`P	m1	pattern	mutagenic	high
eMJDbDfP`	m1	pattern	mutagenic	high
gC`D@DXHRUdB	m1	pattern	mutagenic	high
gGQhHl@cIHTmPFBMy@	m1	pattern	mutagenic	high
gJXHD@aIUj@pHVOI@	m1	pattern	mutagenic	high
gGX@@eMUTA`Uc^P@	m1	pattern	mutagenic	high
gChDL@aABSM@XHKdp	m1	pattern	mutagenic	high
gOx@@drm\@@A`plZp	m1	pattern	mutagenic	high
gJX`BDdru@P	m1	pattern	mutagenic	high
eMC@thabHzB	m1	pattern	mutagenic	high
daDD@@QInXjZjh@`	m1	pattern	mutagenic	high
did@@LdbLTifjj`B	m1	pattern	mutagenic	high
deTH@@RUYTYY`@@aKChSFxYyE@	m1	pattern	mutagenic	high
daD@P@bNbDfUzZ@B@C@`pnxbT	m1	pattern	mutagenic	high
deTHPBBHfHrJJIHlLDDP@P	m1	pattern	mutagenic	high
daD@`@bDeeVz`@@B	m1	pattern	mutagenic	high
gFp`@TizJjhCCSGbU@	m1	pattern	mutagenic	high
didD@@yIYVXV@H@CBhpf{dB	m1	pattern	mutagenic	high
eFJHbHpP	m1	pattern	mutagenic	high
gO|@AFeVm]UTAaUcWrP	m1	pattern	mutagenic	high
gOy@FDiguie`LMj~ID	m1	pattern	mutagenic	high
daD@`@bDfUjZ@B@CB`SJ{dL	m1	pattern	mutagenic	high
difH@DAInUxV`@@CBdinGdD	m1	pattern	mutagenic	high
daEH@HpDeeVz`@@B	m1	pattern	mutagenic	high
deVD@AADfVuFVijh@phj[iy@`	m1	pattern	mutagenic	high
difH@HAIYexZ@`@B	m1	pattern	mutagenic	high
difH@JAJ[gxZB@@CBdJf{dB	m1	pattern	mutagenic	high
difH@HAIYW[j@B@B	m1	pattern	mutagenic	high
gOx@@drm\@@A`Qj~ID	m1	pattern	mutagenic	high
gOr@Ajti]qZY`H	m1	pattern	mutagenic	high
gF|@AbeJfuU@P	m1	pattern	mutagenic	high
dmN@@@rJJIQEneX@@@@B	m1	pattern	mutagenic	high
gJX`DBdru@XKGdP	m1	pattern	mutagenic	high
did@`@qDeYWaf@@BH\NABinGdP	m1	pattern	mutagenic	high
difD@H@Tee]nh@H@H	m1	pattern	mutagenic	high
deVD@LBTeegXV@HP@`	m1	pattern	mutagenic	high
daF@@@RYWih@H@LJCBknP`	m1	pattern	mutagenic	high
die@@@aJyV[f@B@B	m1	pattern	mutagenic	high
gGY@JDeUjpLDmrP	m1	pattern	mutagenic	high
gFt@AdigUjXCAF|Rp	m1	pattern	mutagenic	high
eMBBHRZCAGe@	m1	pattern	mutagenic	high
gC`HADIKTAa`mrP	m1	pattern	mutagenic	high
fHcdA@	m1	pattern	mutagenic	high
gJX`HLdmU@P	m1	pattern	mutagenic	high
daz`@@SFyIeYjf@LJAL[nQP	m1	pattern	mutagenic	high
gNtDLpDHHR[UjhB	m1	pattern	mutagenic	high
diTH@@RgeXSaj@B@CAhJfx^P`	m1	pattern	mutagenic	high
dew@@@pldTTJVTLmP@P@XUaMt|`P	m1	pattern	mutagenic	high
diUH@HPDiUWBxZVeh@`	m1	pattern	mutagenic	high
gNq`AVdlmUPFEfM_DD	m1	pattern	mutagenic	high
daxL@@[deiZjh@pXHpf{dT	m1	pattern	mutagenic	high
gCaHLLQIZ`LLInQ@	m1	pattern	mutagenic	high
dedBPLinCDKpRUZvjZh@`	m1	pattern	mutagenic	high
gNplLPDSpPPdukUPFFE_H`	m1	pattern	mutagenic	high
gJPL@DSpPPdju@XXK\TH	m1	pattern	mutagenic	high
diDDpLH@bOA@aIiUZjh@`	m1	pattern	mutagenic	high
eMIDBKpRYCqH	m1	pattern	mutagenic	high
eMXIDf``	m1	pattern	mutagenic	high
gG]@DZDfuiPLEkrH	m1	pattern	mutagenic	high
gGY@JDf]j`LLl^R`	m1	pattern	mutagenic	high
gJX@@dlu@XZX|PP	m1	pattern	mutagenic	high
gNxHF@aJZzjPH	m1	pattern	mutagenic	high
dazD@LADeUffhHr`	m1	pattern	mutagenic	high
gGQHJLQIUjdCCBKbq@	m1	pattern	mutagenic	high
daxD@@QIgUjj@LBrf{dD	m1	pattern	mutagenic	high
gNy@BDf]jj@phbuxbp	m1	pattern	mutagenic	high
eMXIDfP`	m1	pattern	mutagenic	high
diGL@DK`hTfV^ii`B	m1	pattern	mutagenic	high
dmvD@E@dfYwVzB@j@C@PpjxYT	m1	pattern	mutagenic	high
dmvL`BaL@HrRRjIJUVjjh@`	m1	pattern	mutagenic	high
daFH@NAIeVf`@`@phLInyB@	m1	pattern	mutagenic	high
diGD@JxPQIeUZfX@`	m1	pattern	mutagenic	high
gCi@DDej@ppfyD	m1	pattern	mutagenic	high
gCa@@dsPFBV@	m1	pattern	mutagenic	high
gCd@Adej@ppVyH	m1	pattern	mutagenic	high
diFD`Li`BDenvjZ`CA`aLxP	m1	pattern	mutagenic	high
eMC@HoABDe`pQyP	m1	pattern	mutagenic	high
diDDpLH@bOA@aIkUZjh@`	m1	pattern	mutagenic	high
fHdpAa@	m1	pattern	mutagenic	high
fHa@A@	m1	pattern	mutagenic	high
gFy@JDigVjhCCSGbU@	m1	pattern	mutagenic	high
daF@`L@HRe]pjjj@LFBDJfyG@	m1	pattern	mutagenic	high
gChHL@aJZ`LLHnS@	m1	pattern	mutagenic	high
daFD@DCdfVRiji`CCDinQ`	m1	pattern	mutagenic	high
daGH@DK`R[e[fii@LLPfyE@	m1	pattern	mutagenic	high
gOtHLPDYHhckSM@XXI|a@	m1	pattern	mutagenic	high
gNqhHl@cIICej`H	m1	pattern	mutagenic	high
gNphJqDIJmSLHf	m1	pattern	mutagenic	high
gJQ@@dju@XZK\a@	m1	pattern	mutagenic	high
eMABHYAIhH	m1	pattern	mutagenic	high
gJP`@TeVhCAQ\VH	m1	pattern	mutagenic	high
gCahHlOBNtAaAqK@	m1	pattern	mutagenic	high
gGQDLHbqBRwUPFEDQoI`	m1	pattern	mutagenic	high
gJT@ADjzhCAQ\VH	m1	pattern	mutagenic	high
dazL@BANR[UZj`CBdrf{dD	m1	pattern	mutagenic	high
gJX`LHe[U@P	m1	pattern	mutagenic	high
gNx`LDdssUPFFq_IP	m1	pattern	mutagenic	high
daz@@@ReUjj`CC`aLJnyC@	m1	pattern	mutagenic	high
gNx`LFdjmUPFCDQkyL	m1	pattern	mutagenic	high
gChHHOAIj`H	m1	pattern	mutagenic	high
deUH@JdDin]xZB@`@`	m1	pattern	mutagenic	high
dieH@BDDfY}n``H@LJpjX^P@	m1	pattern	mutagenic	high
daE@@@yIe^f`@`@pHLKnHe@	m1	pattern	mutagenic	high
gOq@@dlvKUTAaeWqP`	m1	pattern	mutagenic	high
did@p@bBbAbDfYun``H@H	m1	pattern	mutagenic	high
gOy@FDiguie`LMc^IL	m1	pattern	mutagenic	high
daDh@DInAIf]nZiX@p`nIe@	m1	pattern	mutagenic	high
digH`LH^@HRf_ljfYh@`	m1	pattern	mutagenic	high
die@@@EJ[W[j@B@CBlJfGb@`	m1	pattern	mutagenic	high
daFH@NAIe^f`@`@pILknHA@	m1	pattern	mutagenic	high
dieH@BDDfY}n``H@LBpj[b@H	m1	pattern	mutagenic	high
deUD`JXiCDrJJJXlMKUL@P	m1	pattern	mutagenic	high
daED`LJDCpRjw[fjj@LLinxfD	m1	pattern	mutagenic	high
daDH@@RYUih@H@LBCB{bHp	m1	pattern	mutagenic	high
daDH@@RVU[f@@@LB`j[bYp	m1	pattern	mutagenic	high
dmuD@FDDR[f[eV`b@@H	m1	pattern	mutagenic	high
daDD@@yIe^fZVX@pSJxbD	m1	pattern	mutagenic	high
dcN@`LCDRUgeUvjh@@@`	m1	pattern	mutagenic	high
dk^@@@RYWYVftx@H@@@H	m1	pattern	mutagenic	high
gO|HEfHaIeZx@@B	m1	pattern	mutagenic	high
deT`@@pjrQQIFTpDEP@P	m1	pattern	mutagenic	high
dif`@@pj[IEEEZxBH`@pPfy@`	m1	pattern	mutagenic	high
did@p@bFbAbDfUfn`BH@H	m1	pattern	mutagenic	high
daF@@@RYUih@H@LBCB{bHp	m1	pattern	mutagenic	high
dmuD@JDBRY^YEZjif@H	m1	pattern	mutagenic	high
difH@AAJY}rjY[`bf	m1	pattern	mutagenic	high
daE@@@yIe^f`@`@pKBknHB@	m1	pattern	mutagenic	high
daxD@@QIeejZ@LLJfyG@	m1	pattern	mutagenic	high
gC`HAbIMLA``nS@	m1	pattern	mutagenic	high
gJQHH@aJmj@ppQyL	m1	pattern	mutagenic	high
daxL`HS@|Dj}fjX@`	m1	pattern	mutagenic	high
ded@@DiUWeiZCHTZ\IBDpjXYyG@	m1	pattern	mutagenic	high
gGU@CPdsmJA`e^S@	m1	pattern	mutagenic	high
deU@@@aJWeQfZ@@BHlNSJ[agdP	m1	pattern	mutagenic	high
dmu@pFTH`h`XaIf[oi`bH`@`	m1	pattern	mutagenic	high
eMPBchLF^P	m1	pattern	mutagenic	high
gGU@DPdrmTAaecrT	m1	pattern	mutagenic	high
gN}@DZDfVZj@prqxjp	m1	pattern	mutagenic	high
gGUHEhOAJmZhCAF|pV@	m1	pattern	mutagenic	high
dmND@DBdfV]RZUZf@@@LBSagdJ	m1	pattern	mutagenic	high
dev@@@RfV^nFP@@@@LFPj[ayD`	m1	pattern	mutagenic	high
dcnH@HCHhheEbprl@@A@@P	m1	pattern	mutagenic	high
gFu@LPeLftu@XYF|f@	m1	pattern	mutagenic	high
diT`@@rnRfUjEnBA``B	m1	pattern	mutagenic	high
dmLD@@IJ]YVDeZj@B@B	m1	pattern	mutagenic	high
dcnH@DAIYegzUujAHH@H	m1	pattern	mutagenic	high
dmL@@DjYUVGi@@@`@LNpjxYWdH	m1	pattern	mutagenic	high
dcn@`N@HRYeevz]`@@`@B	m1	pattern	mutagenic	high
dcn`@@rfeJY{]kadHHZR@H	m1	pattern	mutagenic	high
devH`LX@aJWY\HYiZZd@`	m1	pattern	mutagenic	high
gC`HADIKTAaaMrH	m1	pattern	mutagenic	high
gNpDADXHRV^jhB	m1	pattern	mutagenic	high
gJPXHlPDQztAxlP	m1	pattern	mutagenic	high
gNqHLHaIYzj`H	m1	pattern	mutagenic	high
gGQDJH`qBSKMPdX	m1	pattern	mutagenic	high
gNq`@jdvsTpFBsyD	m1	pattern	mutagenic	high
gGQHJHaIYfdRL	m1	pattern	mutagenic	high
daFH@NAIe^f`@`@pXDpjx	m1	pattern	mutagenic	high
eMaDBKpRVB	m1	pattern	mutagenic	high
gOx@@eJqmUTA`xlZ~P@	m1	pattern	mutagenic	high
eFA@H`bLFE\`	m1	pattern	mutagenic	high
gKP@Di\YZ@phbq@	m1	pattern	mutagenic	high
gJPhIaxIVmPFDODD	m1	pattern	mutagenic	high
dcLL`NWPbDfUuZf`@jX@LNALJat	m1	pattern	mutagenic	high
gN|HEb@aIevj`H	m1	pattern	mutagenic	high
daE@@@aJyUnx@@@`	m1	pattern	mutagenic	high
gJQ`@bdru@XS\a@	m1	pattern	mutagenic	high
dayL@DhByIeuji@LBSBkdL	m1	pattern	mutagenic	high
gJY@DDfzhCCSGbB@	m1	pattern	mutagenic	high
dmVD@JADf^Uvjjh@`	m1	pattern	mutagenic	high
gJXdIbHaABRuJA@	m1	pattern	mutagenic	high
diDDPNDHc@aIUVfjXHb`	m1	pattern	mutagenic	high
defHPFDHc@aIUUiji`bJ	m1	pattern	mutagenic	high
diEL@DpByIf^ZjX@`	m1	pattern	mutagenic	high
gNy`LETeUZZDs@	m1	pattern	mutagenic	high
gNx`BFdskUHFBVxcP	m1	pattern	mutagenic	high
dmLH@@Rge]aNFh@J`@`	m1	pattern	mutagenic	high
deT@@DjU_k``b`@pFDpjXYyG@	m1	pattern	mutagenic	high
dmNH`Jd@aJYW_JxZA@j@CB`IaWdH	m1	pattern	mutagenic	high
dmM@@@[IEDhhZXU@@B@@H	m1	pattern	mutagenic	high
fHdxA@	m1	pattern	mutagenic	high
eM`AIxLI@	m1	pattern	mutagenic	high
deVD@DCDenUFVh@@@pZLinGdR	m1	pattern	mutagenic	high
deVD@D@dfVuFVh@@@`	m1	pattern	mutagenic	high
dif@@@RfU~F``@@pYLJf{b@H	m1	pattern	mutagenic	high
gOx`FDdrikUTA@	m1	pattern	mutagenic	high
deVH@IAJYW~F``H@LFSBinyD`	m1	pattern	mutagenic	high
dig@@@aDiyWaZ@@B@h	m1	pattern	mutagenic	high
dco@`LK`BLdTTRRITntpTA@Pe@	m1	pattern	mutagenic	high
gOx@@drm\@@A`Pl~Ht	m1	pattern	mutagenic	high
daE@`LH@aIYZfijd@`	m1	pattern	mutagenic	high
gOu@LPeLimMTHf	m1	pattern	mutagenic	high
gJP`@dfvhCCKD	m1	pattern	mutagenic	high
gKP@Di\Vi@pLVOH@	m1	pattern	mutagenic	high
diVH@BAIfUInFjjZ@H	m1	pattern	mutagenic	high
gOpH@EILkW@@@P	m1	pattern	mutagenic	high
gJPDADFHRYj`LBHcrX	m1	pattern	mutagenic	high
gJPHAbIKUPFBDyeb	m1	pattern	mutagenic	high
gNthLXaxYIHTuTA@	m1	pattern	mutagenic	high
